Team,Week,Day,Month,Date,Year,Court,Opponent,Rank,Rank2,WL,Score,OppScore
Villanova,23,Sun,Feb,5,2012,@,Pittsburgh,,,L,70,79
Villanova,24,Tue,Feb,7,2012,0,Providence,,,W,74,72
Villanova,25,Wed,Feb,15,2012,@,South Florida,,,L,51,65
Villanova,26,Sat,Feb,18,2012,0,Notre Dame ,23,,L,70,74
Villanova,27,Mon,Feb,20,2012,0,Connecticut,,,L,70,73
Villanova,28,Sat,Feb,25,2012,@,Georgetown ,9,,L,46,67
Villanova,29,Thu,Mar,1,2012,@,Rutgers,,,W,77,71
Villanova,30,Sat,Mar,3,2012,0,Cincinnati,,,L,68,72
Villanova,1,Fri,Nov,12,2010,0,Bucknell,,,W,68,52
Villanova,2,Tue,Nov,16,2010,0,Marist,,,W,84,47
Villanova,3,Wed,Nov,17,2010,0,Boston University,,,W,82,66
Villanova,4,Sat,Nov,20,2010,0,Lafayette,,,W,86,41
Villanova,5,Wed,Nov,24,2010,N,UCLA,,,W,82,70
Villanova,6,Fri,Nov,26,2010,N,Tennessee ,24,,L,68,78
Villanova,7,Fri,Dec,3,2010,0,Saint Joseph's,,,W,71,60
Villanova,8,Wed,Dec,8,2010,@,Pennsylvania,,,W,65,53
Villanova,9,Sun,Dec,12,2010,@,La Salle,,,W,84,81
Villanova,10,Sat,Dec,18,2010,0,Delaware,,,W,78,59
Villanova,11,Wed,Dec,22,2010,@,Monmouth,,,W,76,36
Villanova,12,Thu,Dec,30,2010,0,Temple ,25,,W,78,74
Villanova,13,Sun,Jan,2,2011,0,Rutgers,,,W,81,65
Villanova,14,Thu,Jan,6,2011,@,South Florida,,,W,83,71
Villanova,15,Sun,Jan,9,2011,0,Cincinnati ,24,,W,72,61
Villanova,16,Wed,Jan,12,2011,0,Louisville ,18,,W,88,74
Villanova,17,Sat,Jan,15,2011,0,Maryland,,,W,74,66
Villanova,18,Mon,Jan,17,2011,@,Connecticut ,8,,L,59,61
Villanova,19,Sat,Jan,22,2011,@,Syracuse ,3,,W,83,72
Villanova,20,Wed,Jan,26,2011,@,Providence,,,L,68,83
Villanova,21,Sat,Jan,29,2011,0,Georgetown ,21,,L,66,69
Villanova,22,Wed,Feb,2,2011,0,Marquette,,,W,75,70
Villanova,23,Sat,Feb,5,2011,0,West Virginia ,25,,W,66,50
Villanova,24,Wed,Feb,9,2011,@,Rutgers,,,L,76,77
Villanova,25,Sat,Feb,12,2011,0,Pittsburgh ,4,,L,54,57
Villanova,26,Tue,Feb,15,2011,@,Seton Hall,,,W,60,57
Villanova,27,Sat,Feb,19,2011,@,DePaul,,,W,77,75
Villanova,28,Mon,Feb,21,2011,0,Syracuse ,17,,L,64,69
Villanova,29,Sat,Feb,26,2011,0,St. John's ,,23,L,68,81
Villanova,30,Mon,Feb,28,2011,@,Notre Dame ,8,,L,72,93
Villanova,31,Sat,Mar,5,2011,@,Pittsburgh ,4,,L,50,60
Villanova,1,Fri,Nov,13,2009,0,Fairleigh Dickinson,,,W,84,61
Villanova,2,Mon,Nov,16,2009,0,Pennsylvania,,,W,103,65
Villanova,3,Thu,Nov,19,2009,N,George Mason,,,W,69,68
Villanova,4,Fri,Nov,20,2009,N,Dayton ,18,,W,71,65
Villanova,5,Sun,Nov,22,2009,N,Mississippi,,,W,79,67
Villanova,6,Sat,Nov,28,2009,0,La Salle,,,W,81,63
Villanova,7,Wed,Dec,2,2009,0,Drexel,,,W,77,58
Villanova,8,Sun,Dec,6,2009,N,Maryland,,,W,95,86
Villanova,9,Wed,Dec,9,2009,N,Saint Joseph's,,,W,97,89
Villanova,10,Sun,Dec,13,2009,@,Temple,,,L,65,75
Villanova,11,Sat,Dec,19,2009,N,Fordham,,,W,96,58
Villanova,12,Wed,Dec,23,2009,0,Delaware,,,W,97,63
Villanova,13,Sat,Jan,2,2010,@,Marquette,,,W,74,72
Villanova,14,Wed,Jan,6,2010,0,DePaul,,,W,99,72
Villanova,15,Sat,Jan,9,2010,0,Marquette,,,W,78,76
Villanova,16,Mon,Jan,11,2010,@,Louisville,,,W,92,84
Villanova,17,Sun,Jan,17,2010,0,Georgetown ,11,,W,82,77
Villanova,18,Wed,Jan,20,2010,@,Rutgers,,,W,94,68
Villanova,19,Sat,Jan,23,2010,@,St. John's ,,,W,81,71
Villanova,20,Wed,Jan,27,2010,0,Notre Dame,,,W,90,72
Villanova,21,Tue,Feb,2,2010,0,Seton Hall,,,W,81,71
Villanova,22,Sat,Feb,6,2010,@,Georgetown ,7,,L,90,103
Villanova,23,Mon,Feb,8,2010,@,West Virginia ,5,,W,82,75
Villanova,24,Sat,Feb,13,2010,0,Providence,,,W,92,81
Villanova,25,Mon,Feb,15,2010,0,Connecticut,,,L,75,84
Villanova,26,Sun,Feb,21,2010,@,Pittsburgh ,19,,L,65,70
Villanova,27,Wed,Feb,24,2010,0,South Florida,,,W,74,49
Villanova,28,Sat,Feb,27,2010,@,Syracuse ,4,,L,77,95
Villanova,29,Tue,Mar,2,2010,@,Cincinnati,,,W,77,73
Villanova,30,Sat,Mar,6,2010,0,West Virginia ,10,,L,66,68
Michigan,1,Tue,Nov,6,2018,0,Norfolk State,,,W,63,44
Michigan,2,Sat,Nov,10,2018,0,Holy Cross,,,W,56,37
Michigan,3,Wed,Nov,14,2018,@,Villanova ,8,,W,73,46
Michigan,4,Sat,Nov,17,2018,N,George Washington,,,W,84,61
Michigan,5,Sun,Nov,18,2018,N,Providence,,,W,66,47
Michigan,6,Fri,Nov,23,2018,0,Chattanooga,,,W,83,55
Michigan,7,Wed,Nov,28,2018,0,North Carolina ,11,,W,84,67
Michigan,8,Sat,Dec,1,2018,0,Purdue ,19,,W,76,57
Michigan,9,Tue,Dec,4,2018,@,Northwestern,,,W,62,60
Michigan,10,Sat,Dec,8,2018,0,South Carolina,,,W,89,78
Michigan,11,Sat,Dec,15,2018,0,Western Michigan,,,W,70,62
Michigan,12,Sat,Dec,22,2018,0,Air Force,,,W,71,50
Michigan,13,Sun,Dec,30,2018,0,Binghamton,,,W,74,52
Michigan,14,Thu,Jan,3,2019,0,Penn State,,,W,68,55
Michigan,15,Sun,Jan,6,2019,0,Indiana ,21,,W,74,63
Michigan,16,Thu,Jan,10,2019,@,Illinois,,,W,79,69
Michigan,17,Sun,Jan,13,2019,0,Northwestern,,,W,80,60
Michigan,18,Sat,Jan,19,2019,@,Wisconsin,,,L,54,64
Michigan,19,Tue,Jan,22,2019,0,Minnesota,,,W,59,57
Michigan,20,Fri,Jan,25,2019,@,Indiana,,,W,69,46
Michigan,21,Tue,Jan,29,2019,0,Ohio State,,,W,65,49
Michigan,22,Fri,Feb,1,2019,@,Iowa,,,L,59,74
Michigan,23,Tue,Feb,5,2019,@,Rutgers,,,W,77,65
Michigan,24,Sat,Feb,9,2019,0,Wisconsin ,19,,W,61,52
Michigan,25,Tue,Feb,12,2019,@,Penn State,,,L,69,75
Michigan,26,Sat,Feb,16,2019,0,Maryland ,24,,W,65,52
Michigan,27,Thu,Feb,21,2019,@,Minnesota,,,W,69,60
Michigan,28,Sun,Feb,24,2019,0,Michigan State ,10,,L,70,77
Michigan,29,Thu,Feb,28,2019,0,Nebraska,,,W,82,53
Michigan,30,Sun,Mar,3,2019,@,Maryland ,17,,W,69,62
Michigan,31,Sat,Mar,9,2019,@,Michigan State ,9,,L,63,75
Michigan,1,Sat,Nov,11,2017,0,North Florida,,,W,86,66
Michigan,2,Mon,Nov,13,2017,0,Central Michigan,,,W,72,65
Michigan,3,Thu,Nov,16,2017,0,Southern Mississippi,,,W,61,47
Michigan,4,Mon,Nov,20,2017,N,Louisiana State,,,L,75,77
Michigan,5,Tue,Nov,21,2017,N,Chaminade,,,0,102,64
Michigan,6,Wed,Nov,22,2017,N,Virginia Commonwealth,,,W,68,60
Michigan,7,Sun,Nov,26,2017,0,UC-Riverside,,,W,87,42
Michigan,8,Wed,Nov,29,2017,@,North Carolina ,13,,L,71,86
Michigan,9,Sat,Dec,2,2017,0,Indiana,,,W,69,55
Michigan,10,Mon,Dec,4,2017,@,Ohio State,,,L,62,71
Michigan,11,Sat,Dec,9,2017,0,UCLA,,,W,78,69
Michigan,12,Tue,Dec,12,2017,@,Texas,,,W,59,52
Michigan,13,Sat,Dec,16,2017,N,Detroit Mercy,,,W,90,58
Michigan,14,Thu,Dec,21,2017,0,Alabama A&M,,,W,97,47
Michigan,15,Sat,Dec,30,2017,0,Jacksonville,,,W,76,51
Michigan,16,Tue,Jan,2,2018,@,Iowa,,,W,75,68
Michigan,17,Sat,Jan,6,2018,0,Illinois,,,W,79,69
Michigan,18,Tue,Jan,9,2018,0,Purdue ,5,,L,69,70
Michigan,19,Sat,Jan,13,2018,@,Michigan State ,4,,W,82,72
Michigan,20,Mon,Jan,15,2018,0,Maryland,,,W,68,67
Michigan,21,Thu,Jan,18,2018,@,Nebraska,,,L,52,72
Michigan,22,Sun,Jan,21,2018,0,Rutgers,,,W,62,47
Michigan,23,Thu,Jan,25,2018,@,Purdue ,3,,L,88,92
Michigan,24,Mon,Jan,29,2018,0,Northwestern,,,W,58,47
Michigan,25,Sat,Feb,3,2018,0,Minnesota,,,W,76,73
Michigan,26,Tue,Feb,6,2018,@,Northwestern,,,L,52,61
Michigan,27,Sun,Feb,11,2018,@,Wisconsin,,,W,83,72
Michigan,28,Wed,Feb,14,2018,0,Iowa,,,W,74,59
Michigan,29,Sun,Feb,18,2018,0,Ohio State ,8,,W,74,62
Michigan,30,Wed,Feb,21,2018,@,Penn State,,,W,72,63
Michigan,31,Sat,Feb,24,2018,@,Maryland,,,W,85,61
Michigan,1,Fri,Nov,11,2016,0,Howard,,,W,76,58
Michigan,2,Sun,Nov,13,2016,0,IUPUI,,,W,77,65
Michigan,3,Thu,Nov,17,2016,N,Marquette,,,W,79,61
Michigan,4,Fri,Nov,18,2016,N,Southern Methodist,,,W,76,54
Michigan,5,Wed,Nov,23,2016,@,South Carolina,,,L,46,61
Michigan,6,Sat,Nov,26,2016,0,Mount St. Mary's,,,W,64,47
Michigan,7,Wed,Nov,30,2016,0,Virginia Tech,,,L,70,73
Michigan,8,Sat,Dec,3,2016,0,Kennesaw State,,,W,82,55
Michigan,9,Tue,Dec,6,2016,0,Texas,,,W,53,50
Michigan,10,Sat,Dec,10,2016,@,UCLA ,2,,L,84,102
Michigan,11,Tue,Dec,13,2016,0,Central Arkansas,,,W,97,53
Michigan,12,Sat,Dec,17,2016,0,Maryland-Eastern Shore,,,W,98,49
Michigan,13,Thu,Dec,22,2016,0,Furman,,,W,68,62
Michigan,14,Sun,Jan,1,2017,@,Iowa,,,L,83,86
Michigan,15,Wed,Jan,4,2017,0,Penn State,,,W,72,69
Michigan,16,Sat,Jan,7,2017,0,Maryland,,,L,70,77
Michigan,17,Wed,Jan,11,2017,@,Illinois,,,L,69,85
Michigan,18,Sat,Jan,14,2017,0,Nebraska,,,W,91,85
Michigan,19,Tue,Jan,17,2017,@,Wisconsin ,17,,L,64,68
Michigan,20,Sat,Jan,21,2017,0,Illinois,,,W,66,57
Michigan,21,Thu,Jan,26,2017,0,Indiana,,,W,90,60
Michigan,22,Sun,Jan,29,2017,@,Michigan State,,,L,62,70
Michigan,23,Sat,Feb,4,2017,0,Ohio State,,,L,66,70
Michigan,24,Tue,Feb,7,2017,0,Michigan State,,,W,86,57
Michigan,25,Sun,Feb,12,2017,@,Indiana,,,W,75,63
Michigan,26,Thu,Feb,16,2017,0,Wisconsin ,11,,W,64,58
Michigan,27,Sun,Feb,19,2017,@,Minnesota,,,L,78,83
Michigan,28,Wed,Feb,22,2017,@,Rutgers,,,W,68,64
Michigan,29,Sat,Feb,25,2017,0,Purdue ,14,,W,82,70
Michigan,30,Wed,Mar,1,2017,@,Northwestern,,,L,65,67
Michigan,31,Sun,Mar,5,2017,@,Nebraska,,,W,93,57
Michigan,1,Fri,Nov,13,2015,0,Northern Michigan,,,0,70,44
Michigan,2,Mon,Nov,16,2015,0,Elon,,,W,88,68
Michigan,3,Fri,Nov,20,2015,0,Xavier,,,L,70,86
Michigan,4,Wed,Nov,25,2015,N,Connecticut ,18,,L,60,74
Michigan,5,Thu,Nov,26,2015,N,Charlotte,,,W,102,47
Michigan,6,Fri,Nov,27,2015,N,Texas,,,W,78,72
Michigan,7,Tue,Dec,1,2015,@,North Carolina State,,,W,66,59
Michigan,8,Sat,Dec,5,2015,0,Houston Baptist,,,W,82,57
Michigan,9,Tue,Dec,8,2015,@,Southern Methodist ,19,,L,58,82
Michigan,10,Sat,Dec,12,2015,0,Delaware State,,,W,80,33
Michigan,11,Tue,Dec,15,2015,0,Northern Kentucky,,,W,77,62
Michigan,12,Sat,Dec,19,2015,0,Youngstown State,,,W,105,46
Michigan,13,Wed,Dec,23,2015,0,Bryant,,,W,96,60
Michigan,14,Wed,Dec,30,2015,@,Illinois,,,W,78,68
Michigan,15,Sat,Jan,2,2016,0,Penn State,,,W,79,56
Michigan,16,Thu,Jan,7,2016,@,Purdue ,20,,L,70,87
Michigan,17,Tue,Jan,12,2016,0,Maryland ,3,,W,70,67
Michigan,18,Sun,Jan,17,2016,@,Iowa ,16,,L,71,82
Michigan,19,Wed,Jan,20,2016,0,Minnesota,,,W,74,69
Michigan,20,Sat,Jan,23,2016,@,Nebraska,,,W,81,68
Michigan,21,Wed,Jan,27,2016,0,Rutgers,,,W,68,57
Michigan,22,Sat,Jan,30,2016,N,Penn State,,,W,79,72
Michigan,23,Tue,Feb,2,2016,0,Indiana ,22,,L,67,80
Michigan,24,Sat,Feb,6,2016,0,Michigan State ,10,,L,73,89
Michigan,25,Wed,Feb,10,2016,@,Minnesota,,,W,82,74
Michigan,26,Sat,Feb,13,2016,0,Purdue ,18,,W,61,56
Michigan,27,Tue,Feb,16,2016,@,Ohio State,,,L,66,76
Michigan,28,Sun,Feb,21,2016,@,Maryland ,6,,L,82,86
Michigan,29,Wed,Feb,24,2016,0,Northwestern,,,W,72,63
Michigan,30,Sun,Feb,28,2016,@,Wisconsin,,,L,57,68
Michigan,31,Sat,Mar,5,2016,0,Iowa ,16,,L,61,71
Michigan,1,Sat,Nov,15,2014,0,Hillsdale,,,0,92,68
Michigan,2,Mon,Nov,17,2014,0,Bucknell,,,W,77,53
Michigan,3,Thu,Nov,20,2014,0,Detroit Mercy,,,W,71,62
Michigan,4,Mon,Nov,24,2014,N,Oregon,,,W,70,63
Michigan,5,Tue,Nov,25,2014,N,Villanova ,12,,L,55,60
Michigan,6,Sat,Nov,29,2014,0,Nicholls State,,,W,91,62
Michigan,7,Tue,Dec,2,2014,0,Syracuse,,,W,68,65
Michigan,8,Sat,Dec,6,2014,0,NJIT,,,L,70,72
Michigan,9,Tue,Dec,9,2014,0,Eastern Michigan,,,L,42,45
Michigan,10,Sat,Dec,13,2014,@,Arizona ,3,,L,53,80
Michigan,11,Sat,Dec,20,2014,0,Southern Methodist,,,L,51,62
Michigan,12,Mon,Dec,22,2014,0,Coppin State,,,W,72,56
Michigan,13,Tue,Dec,30,2014,0,Illinois,,,W,73,65
Michigan,14,Sat,Jan,3,2015,@,Purdue,,,L,51,64
Michigan,15,Tue,Jan,6,2015,@,Penn State,,,W,73,64
Michigan,16,Sat,Jan,10,2015,0,Minnesota,,,W,62,57
Michigan,17,Tue,Jan,13,2015,@,Ohio State,,,L,52,71
Michigan,18,Sat,Jan,17,2015,0,Northwestern,,,W,56,54
Michigan,19,Tue,Jan,20,2015,@,Rutgers,,,W,54,50
Michigan,20,Sat,Jan,24,2015,0,Wisconsin ,6,,L,64,69
Michigan,21,Tue,Jan,27,2015,0,Nebraska,,,W,58,44
Michigan,22,Sun,Feb,1,2015,@,Michigan State,,,L,66,76
Michigan,23,Thu,Feb,5,2015,0,Iowa,,,L,54,72
Michigan,24,Sun,Feb,8,2015,@,Indiana,,,L,67,70
Michigan,25,Thu,Feb,12,2015,@,Illinois,,,L,52,64
Michigan,26,Tue,Feb,17,2015,0,Michigan State,,,L,67,80
Michigan,27,Sun,Feb,22,2015,0,Ohio State ,24,,W,64,57
Michigan,28,Sat,Feb,28,2015,@,Maryland ,14,,L,56,66
Michigan,29,Tue,Mar,3,2015,@,Northwestern,,,L,78,82
Michigan,30,Sat,Mar,7,2015,0,Rutgers,,,W,79,69
Michigan,1,Fri,Nov,8,2013,0,Massachusetts-Lowell,,,W,69,42
Michigan,2,Tue,Nov,12,2013,0,South Carolina State,,,W,93,59
Michigan,3,Sun,Nov,17,2013,@,Iowa State,,,L,70,77
Michigan,4,Thu,Nov,21,2013,N,Cal State Long Beach,,,W,85,61
Michigan,5,Fri,Nov,22,2013,N,Florida State,,,W,82,80
Michigan,6,Sun,Nov,24,2013,N,Charlotte,,,L,61,63
Michigan,7,Fri,Nov,29,2013,0,Coppin State,,,W,87,45
Michigan,8,Tue,Dec,3,2013,@,Duke ,10,,L,69,79
Michigan,9,Sat,Dec,7,2013,0,Houston Baptist,,,W,107,53
Michigan,10,Sat,Dec,14,2013,0,Arizona ,1,,L,70,72
Michigan,11,Sat,Dec,21,2013,N,Stanford,,,W,68,65
Michigan,12,Sat,Dec,28,2013,0,Holy Cross,,,W,88,66
Michigan,13,Thu,Jan,2,2014,@,Minnesota,,,W,63,60
Michigan,14,Sun,Jan,5,2014,0,Northwestern,,,W,74,51
Michigan,15,Thu,Jan,9,2014,@,Nebraska,,,W,71,70
Michigan,16,Tue,Jan,14,2014,0,Penn State,,,W,80,67
Michigan,17,Sat,Jan,18,2014,@,Wisconsin ,3,,W,77,70
Michigan,18,Wed,Jan,22,2014,0,Iowa ,10,,W,75,67
Michigan,19,Sat,Jan,25,2014,@,Michigan State ,3,,W,80,75
Michigan,20,Thu,Jan,30,2014,0,Purdue,,,W,75,66
Michigan,21,Sun,Feb,2,2014,@,Indiana,,,L,52,63
Michigan,22,Wed,Feb,5,2014,0,Nebraska,,,W,79,50
Michigan,23,Sat,Feb,8,2014,@,Iowa ,17,,L,67,85
Michigan,24,Tue,Feb,11,2014,@,Ohio State ,22,,W,70,60
Michigan,25,Sun,Feb,16,2014,0,Wisconsin ,21,,L,62,75
Michigan,26,Sun,Feb,23,2014,0,Michigan State ,13,,W,79,70
Michigan,27,Wed,Feb,26,2014,@,Purdue,,,W,77,76
Michigan,28,Sat,Mar,1,2014,0,Minnesota,,,W,66,56
Michigan,29,Tue,Mar,4,2014,@,Illinois,,,W,84,53
Michigan,30,Sat,Mar,8,2014,0,Indiana,,,W,84,80
Michigan,1,Fri,Nov,9,2012,0,Slippery Rock,,,W,100,62
Michigan,2,Mon,Nov,12,2012,0,IUPUI,,,W,91,54
Michigan,3,Tue,Nov,13,2012,0,Cleveland State,,,W,77,47
Michigan,4,Wed,Nov,21,2012,N,Pittsburgh,,,W,67,62
Michigan,5,Fri,Nov,23,2012,N,Kansas State,,,W,71,57
Michigan,6,Tue,Nov,27,2012,0,North Carolina State ,18,,W,79,72
Michigan,7,Sat,Dec,1,2012,@,Bradley,,,W,74,66
Michigan,8,Tue,Dec,4,2012,0,Western Michigan,,,W,73,41
Michigan,9,Sat,Dec,8,2012,0,Arkansas,,,W,80,67
Michigan,10,Tue,Dec,11,2012,0,Binghamton,,,W,67,39
Michigan,11,Sat,Dec,15,2012,N,West Virginia,,,W,81,66
Michigan,12,Thu,Dec,20,2012,0,Eastern Michigan,,,W,93,54
Michigan,13,Sat,Dec,29,2012,0,Central Michigan,,,W,88,73
Michigan,14,Thu,Jan,3,2013,@,Northwestern,,,W,94,66
Michigan,15,Sun,Jan,6,2013,0,Iowa,,,W,95,67
Michigan,16,Wed,Jan,9,2013,0,Nebraska,,,W,62,47
Michigan,17,Sun,Jan,13,2013,@,Ohio State ,15,,L,53,56
Michigan,18,Thu,Jan,17,2013,@,Minnesota ,9,,W,83,75
Michigan,19,Thu,Jan,24,2013,0,Purdue,,,W,68,53
Michigan,20,Sun,Jan,27,2013,@,Illinois,,,W,74,60
Michigan,21,Wed,Jan,30,2013,0,Northwestern,,,W,68,46
Michigan,22,Sat,Feb,2,2013,@,Indiana ,3,,L,73,81
Michigan,23,Tue,Feb,5,2013,0,Ohio State ,10,,W,76,74
Michigan,24,Sat,Feb,9,2013,@,Wisconsin,,,L,62,65
Michigan,25,Tue,Feb,12,2013,@,Michigan State ,8,,L,52,75
Michigan,26,Sun,Feb,17,2013,0,Penn State,,,W,79,71
Michigan,27,Sun,Feb,24,2013,0,Illinois,,,W,71,58
Michigan,28,Wed,Feb,27,2013,@,Penn State,,,L,78,84
Michigan,29,Sun,Mar,3,2013,0,Michigan State ,9,,W,58,57
Michigan,30,Wed,Mar,6,2013,@,Purdue,,,W,80,75
Michigan,31,Sun,Mar,10,2013,0,Indiana ,2,,L,71,72
Michigan,1,Fri,Nov,11,2011,0,Ferris State,,,W,59,33
Michigan,2,Mon,Nov,14,2011,0,Towson,,,W,64,47
Michigan,3,Thu,Nov,17,2011,0,Western Illinois,,,W,59,55
Michigan,4,Mon,Nov,21,2011,N,Memphis ,8,,W,73,61
Michigan,5,Tue,Nov,22,2011,N,Duke ,6,,L,75,82
Michigan,6,Wed,Nov,23,2011,N,UCLA,,,W,79,63
Michigan,7,Tue,Nov,29,2011,@,Virginia,,,L,58,70
Michigan,8,Sat,Dec,3,2011,0,Iowa State,,,W,76,66
Michigan,9,Sat,Dec,10,2011,N,Oakland,,,W,90,80
Michigan,10,Tue,Dec,13,2011,0,Arkansas-Pine Bluff,,,W,63,50
Michigan,11,Sat,Dec,17,2011,0,Alabama A&M,,,W,87,57
Michigan,12,Thu,Dec,22,2011,0,Bradley,,,W,77,66
Michigan,13,Thu,Dec,29,2011,0,Penn State,,,W,71,53
Michigan,14,Sun,Jan,1,2012,0,Minnesota,,,W,61,56
Michigan,15,Thu,Jan,5,2012,@,Indiana ,12,,L,71,73
Michigan,16,Sun,Jan,8,2012,0,Wisconsin ,18,,W,59,41
Michigan,17,Wed,Jan,11,2012,0,Northwestern,,,W,66,64
Michigan,18,Sat,Jan,14,2012,@,Iowa,,,L,59,75
Michigan,19,Tue,Jan,17,2012,0,Michigan State ,9,,W,60,59
Michigan,20,Sat,Jan,21,2012,@,Arkansas,,,L,64,66
Michigan,21,Tue,Jan,24,2012,@,Purdue,,,W,66,64
Michigan,22,Sun,Jan,29,2012,@,Ohio State ,4,,L,49,64
Michigan,23,Wed,Feb,1,2012,0,Indiana ,20,,W,68,56
Michigan,24,Sun,Feb,5,2012,@,Michigan State ,9,,L,54,64
Michigan,25,Wed,Feb,8,2012,@,Nebraska,,,W,62,46
Michigan,26,Sun,Feb,12,2012,0,Illinois,,,W,70,61
Michigan,27,Sat,Feb,18,2012,0,Ohio State ,6,,W,56,51
Michigan,28,Tue,Feb,21,2012,@,Northwestern,,,W,67,55
Michigan,29,Sat,Feb,25,2012,0,Purdue,,,L,61,75
Michigan,30,Thu,Mar,1,2012,@,Illinois,,,W,72,61
Michigan,31,Sun,Mar,4,2012,@,Penn State,,,W,71,65
Michigan,1,Sat,Nov,13,2010,0,South Carolina Upstate,,,W,66,35
Michigan,2,Thu,Nov,18,2010,0,Bowling Green State,,,W,69,50
Michigan,3,Sun,Nov,21,2010,0,Gardner-Webb,,,W,80,58
Michigan,4,Fri,Nov,26,2010,N,Syracuse ,9,,L,50,53
Michigan,5,Sat,Nov,27,2010,N,Texas-El Paso,,,L,56,65
Michigan,6,Tue,Nov,30,2010,@,Clemson,,,W,69,61
Michigan,7,Sat,Dec,4,2010,0,Harvard,,,W,65,62
Michigan,8,Mon,Dec,6,2010,0,Concordia ,,,W,86,65
Michigan,9,Fri,Dec,10,2010,0,Utah,,,W,75,64
Michigan,10,Tue,Dec,14,2010,0,North Carolina Central,,,W,64,44
Michigan,11,Sat,Dec,18,2010,0,Oakland,,,W,69,51
Michigan,12,Thu,Dec,23,2010,0,Bryant,,,W,87,71
Michigan,13,Tue,Dec,28,2010,0,Purdue ,12,,L,57,80
Michigan,14,Sun,Jan,2,2011,0,Penn State,,,W,76,69
Michigan,15,Wed,Jan,5,2011,@,Wisconsin,,,L,50,66
Michigan,16,Sun,Jan,9,2011,0,Kansas ,3,,L,60,67
Michigan,17,Wed,Jan,12,2011,0,Ohio State ,2,,L,64,68
Michigan,18,Sat,Jan,15,2011,@,Indiana,,,L,61,80
Michigan,19,Tue,Jan,18,2011,@,Northwestern,,,L,60,74
Michigan,20,Sat,Jan,22,2011,0,Minnesota ,15,,L,64,69
Michigan,21,Thu,Jan,27,2011,@,Michigan State ,25,,W,61,57
Michigan,22,Sun,Jan,30,2011,0,Iowa,,,W,87,73
Michigan,23,Thu,Feb,3,2011,@,Ohio State ,1,,L,53,62
Michigan,24,Sun,Feb,6,2011,@,Penn State,,,W,65,62
Michigan,25,Wed,Feb,9,2011,0,Northwestern,,,W,75,66
Michigan,26,Sat,Feb,12,2011,0,Indiana,,,W,73,69
Michigan,27,Wed,Feb,16,2011,@,Illinois,,,L,52,54
Michigan,28,Sat,Feb,19,2011,@,Iowa,,,W,75,72
Michigan,29,Wed,Feb,23,2011,0,Wisconsin ,12,,L,52,53
Michigan,30,Sat,Feb,26,2011,@,Minnesota,,,W,70,63
Michigan,31,Sat,Mar,5,2011,0,Michigan State,,,W,70,63
Michigan,1,Sat,Nov,14,2009,0,Northern Michigan,,,W,97,50
Michigan,2,Fri,Nov,20,2009,0,Houston Baptist,,,W,77,55
Michigan,3,Thu,Nov,26,2009,N,Creighton,,,W,83,76
Michigan,4,Fri,Nov,27,2009,N,Marquette,,,L,65,79
Michigan,5,Sun,Nov,29,2009,N,Alabama,,,L,66,68
Michigan,6,Wed,Dec,2,2009,0,Boston College,,,L,58,62
Michigan,7,Sat,Dec,5,2009,0,Arkansas-Pine Bluff,,,W,67,53
Michigan,8,Wed,Dec,9,2009,@,Utah,,,L,52,68
Michigan,9,Sun,Dec,13,2009,0,Detroit Mercy,,,W,75,64
Michigan,10,Sat,Dec,19,2009,@,Kansas ,1,,L,64,75
Michigan,11,Tue,Dec,22,2009,0,Coppin State,,,W,76,46
Michigan,12,Thu,Dec,31,2009,@,Indiana,,,L,65,71
Michigan,13,Sun,Jan,3,2010,0,Ohio State ,15,,W,73,64
Michigan,14,Thu,Jan,7,2010,@,Penn State,,,W,64,55
Michigan,15,Sun,Jan,10,2010,0,Northwestern,,,L,62,68
Michigan,16,Thu,Jan,14,2010,0,Indiana,,,W,69,45
Michigan,17,Sun,Jan,17,2010,0,Connecticut ,15,,W,68,63
Michigan,18,Wed,Jan,20,2010,@,Wisconsin ,18,,L,48,54
Michigan,19,Sat,Jan,23,2010,@,Purdue ,13,,L,59,69
Michigan,20,Tue,Jan,26,2010,0,Michigan State ,5,,L,56,57
Michigan,21,Sat,Jan,30,2010,0,Iowa,,,W,60,46
Michigan,22,Tue,Feb,2,2010,@,Northwestern,,,L,52,67
Michigan,23,Sat,Feb,6,2010,0,Wisconsin ,16,,L,44,62
Michigan,24,Thu,Feb,11,2010,@,Minnesota,,,W,71,63
Michigan,25,Tue,Feb,16,2010,@,Iowa,,,W,80,78
Michigan,26,Sat,Feb,20,2010,0,Penn State,,,L,51,55
Michigan,27,Tue,Feb,23,2010,0,Illinois,,,L,44,51
Michigan,28,Sat,Feb,27,2010,@,Ohio State ,9,,L,55,66
Michigan,29,Tue,Mar,2,2010,0,Minnesota,,,W,83,55
Michigan,30,Sun,Mar,7,2010,@,Michigan State ,11,,L,48,64
Syracuse,1,Tue,Nov,6,2018,0,Eastern Washington,,,W,66,34
Syracuse,2,Sat,Nov,10,2018,0,Morehead State,,,W,84,70
Syracuse,3,Thu,Nov,15,2018,N,Connecticut,,,L,76,83
Syracuse,4,Fri,Nov,16,2018,N,Oregon ,13,,L,65,80
Syracuse,5,Wed,Nov,21,2018,0,Colgate,,,W,77,56
