Team,Week,Day,Month,Date,Year,Court,Opponent,Rank,Rank2,WL,Score,OppScore
Kentucky,1,Tue,Nov,6,2018,N,Duke ,4,,L,84,118
Kentucky,2,Fri,Nov,9,2018,0,Southern Illinois,,,W,71,59
Kentucky,3,Wed,Nov,14,2018,0,North Dakota,,,W,96,58
Kentucky,4,Sun,Nov,18,2018,0,Virginia Military Institute,,,W,92,82
Kentucky,5,Wed,Nov,21,2018,0,Winthrop,,,W,87,74
Kentucky,6,Fri,Nov,23,2018,0,Tennessee State,,,W,77,62
Kentucky,7,Wed,Nov,28,2018,0,Monmouth,,,W,90,44
Kentucky,8,Sat,Dec,1,2018,0,North Carolina-Greensboro,,,W,78,61
Kentucky,9,Sat,Dec,8,2018,N,Seton Hall,,,L,83,84
Kentucky,10,Sat,Dec,15,2018,0,Utah,,,W,88,61
Kentucky,11,Sat,Dec,22,2018,N,North Carolina ,9,,W,80,72
Kentucky,12,Sat,Dec,29,2018,@,Louisville,,,W,71,58
Kentucky,13,Sat,Jan,5,2019,@,Alabama,,,L,75,77
Kentucky,14,Tue,Jan,8,2019,0,Texas A&M,,,W,85,74
Kentucky,15,Sat,Jan,12,2019,0,Vanderbilt,,,W,56,47
Kentucky,16,Tue,Jan,15,2019,@,Georgia,,,W,69,49
Kentucky,17,Sat,Jan,19,2019,@,Auburn ,14,,W,82,80
Kentucky,18,Tue,Jan,22,2019,0,Mississippi State ,22,,W,76,55
Kentucky,19,Sat,Jan,26,2019,0,Kansas ,9,,W,71,63
Kentucky,20,Tue,Jan,29,2019,@,Vanderbilt,,,W,87,52
Kentucky,21,Sat,Feb,2,2019,@,Florida,,,W,65,54
Kentucky,22,Tue,Feb,5,2019,0,South Carolina,,,W,76,48
Kentucky,23,Sat,Feb,9,2019,@,Mississippi State,,,W,71,67
Kentucky,24,Tue,Feb,12,2019,0,Louisiana State ,19,,L,71,73
Kentucky,25,Sat,Feb,16,2019,0,Tennessee ,1,,W,86,69
Kentucky,26,Tue,Feb,19,2019,@,Missouri,,,W,66,58
Kentucky,27,Sat,Feb,23,2019,0,Auburn,,,W,80,53
Kentucky,28,Tue,Feb,26,2019,0,Arkansas,,,W,70,66
Kentucky,29,Sat,Mar,2,2019,@,Tennessee ,7,,L,52,71
Kentucky,30,Tue,Mar,5,2019,@,Mississippi,,,W,80,76
Kentucky,31,Sat,Mar,9,2019,0,Florida,,,W,66,57
Kentucky,1,Fri,Nov,10,2017,0,Utah Valley,,,W,73,63
Kentucky,2,Sun,Nov,12,2017,0,Vermont,,,W,73,69
Kentucky,3,Tue,Nov,14,2017,N,Kansas ,4,,L,61,65
Kentucky,4,Fri,Nov,17,2017,0,East Tennessee State,,,W,78,61
Kentucky,5,Mon,Nov,20,2017,0,Troy,,,W,70,62
Kentucky,6,Wed,Nov,22,2017,0,Purdue-Fort Wayne,,,W,86,67
Kentucky,7,Sun,Nov,26,2017,0,Illinois-Chicago,,,W,107,73
Kentucky,8,Sat,Dec,2,2017,0,Harvard,,,W,79,70
Kentucky,9,Sat,Dec,9,2017,N,Monmouth,,,W,93,76
Kentucky,10,Sat,Dec,16,2017,0,Virginia Tech,,,W,93,86
Kentucky,11,Sat,Dec,23,2017,N,UCLA,,,L,75,83
Kentucky,12,Fri,Dec,29,2017,0,Louisville,,,W,90,61
Kentucky,13,Sun,Dec,31,2017,0,Georgia,,,W,66,61
Kentucky,14,Wed,Jan,3,2018,@,Louisiana State,,,W,74,71
Kentucky,15,Sat,Jan,6,2018,@,Tennessee ,23,,L,65,76
Kentucky,16,Tue,Jan,9,2018,0,Texas A&M,,,W,74,73
Kentucky,17,Sat,Jan,13,2018,@,Vanderbilt,,,W,74,67
Kentucky,18,Tue,Jan,16,2018,@,South Carolina,,,L,68,76
Kentucky,19,Sat,Jan,20,2018,0,Florida,,,L,64,66
Kentucky,20,Tue,Jan,23,2018,0,Mississippi State,,,W,78,65
Kentucky,21,Sat,Jan,27,2018,@,West Virginia ,7,,W,83,76
Kentucky,22,Tue,Jan,30,2018,0,Vanderbilt,,,W,83,81
Kentucky,23,Sat,Feb,3,2018,@,Missouri,,,L,60,69
Kentucky,24,Tue,Feb,6,2018,0,Tennessee ,15,,L,59,61
Kentucky,25,Sat,Feb,10,2018,@,Texas A&M,,,L,74,85
Kentucky,26,Wed,Feb,14,2018,@,Auburn ,10,,L,66,76
Kentucky,27,Sat,Feb,17,2018,0,Alabama,,,W,81,71
Kentucky,28,Tue,Feb,20,2018,@,Arkansas,,,W,87,72
Kentucky,29,Sat,Feb,24,2018,0,Missouri,,,W,87,66
Kentucky,30,Wed,Feb,28,2018,0,Mississippi,,,W,96,78
Kentucky,31,Sat,Mar,3,2018,@,Florida,,,L,67,80
Kentucky,1,Fri,Nov,11,2016,0,Stephen F. Austin,,,W,87,64
Kentucky,2,Sun,Nov,13,2016,0,Canisius,,,W,93,69
Kentucky,3,Tue,Nov,15,2016,N,Michigan State ,13,,W,69,48
Kentucky,4,Sun,Nov,20,2016,0,Duquesne,,,W,93,59
Kentucky,5,Wed,Nov,23,2016,0,Cleveland State,,,W,101,70
Kentucky,6,Fri,Nov,25,2016,0,Tennessee-Martin,,,W,111,76
Kentucky,7,Mon,Nov,28,2016,N,Arizona State,,,W,115,69
Kentucky,8,Sat,Dec,3,2016,0,UCLA ,11,,L,92,97
Kentucky,9,Wed,Dec,7,2016,0,Valparaiso,,,W,87,63
Kentucky,10,Sun,Dec,11,2016,N,Hofstra,,,W,96,73
Kentucky,11,Sat,Dec,17,2016,N,North Carolina ,7,,W,103,100
Kentucky,12,Wed,Dec,21,2016,@,Louisville ,10,,L,70,73
Kentucky,13,Thu,Dec,29,2016,@,Mississippi,,,W,99,76
Kentucky,14,Tue,Jan,3,2017,0,Texas A&M,,,W,100,58
Kentucky,15,Sat,Jan,7,2017,0,Arkansas,,,W,97,71
Kentucky,16,Tue,Jan,10,2017,@,Vanderbilt,,,W,87,81
Kentucky,17,Sat,Jan,14,2017,0,Auburn,,,W,92,72
Kentucky,18,Tue,Jan,17,2017,@,Mississippi State,,,W,88,81
Kentucky,19,Sat,Jan,21,2017,0,South Carolina ,24,,W,85,69
Kentucky,20,Tue,Jan,24,2017,@,Tennessee,,,L,80,82
Kentucky,21,Sat,Jan,28,2017,0,Kansas ,2,,L,73,79
Kentucky,22,Tue,Jan,31,2017,0,Georgia,,,W,90,81
Kentucky,23,Sat,Feb,4,2017,@,Florida ,24,,L,66,88
Kentucky,24,Tue,Feb,7,2017,0,Louisiana State,,,W,92,85
Kentucky,25,Sat,Feb,11,2017,@,Alabama,,,W,67,58
Kentucky,26,Tue,Feb,14,2017,0,Tennessee,,,W,83,58
Kentucky,27,Sat,Feb,18,2017,@,Georgia,,,W,82,77
Kentucky,28,Tue,Feb,21,2017,@,Missouri,,,W,72,62
Kentucky,29,Sat,Feb,25,2017,0,Florida ,13,,W,76,66
Kentucky,30,Tue,Feb,28,2017,0,Vanderbilt,,,W,73,67
Kentucky,31,Sat,Mar,4,2017,@,Texas A&M,,,W,71,63
Kentucky,1,Fri,Nov,13,2015,0,Albany ,,,W,78,65
Kentucky,2,Sat,Nov,14,2015,0,NJIT,,,W,87,57
Kentucky,3,Tue,Nov,17,2015,N,Duke ,5,,W,74,63
Kentucky,4,Fri,Nov,20,2015,0,Wright State,,,W,78,63
Kentucky,5,Tue,Nov,24,2015,0,Boston University,,,W,82,62
Kentucky,6,Fri,Nov,27,2015,N,South Florida,,,W,84,63
Kentucky,7,Mon,Nov,30,2015,0,Illinois State,,,W,75,63
Kentucky,8,Thu,Dec,3,2015,@,UCLA,,,L,77,87
Kentucky,9,Wed,Dec,9,2015,0,Eastern Kentucky,,,W,88,67
Kentucky,10,Sat,Dec,12,2015,0,Arizona State,,,W,72,58
Kentucky,11,Sat,Dec,19,2015,N,Ohio State,,,L,67,74
Kentucky,12,Sat,Dec,26,2015,0,Louisville ,16,,W,75,73
Kentucky,13,Sat,Jan,2,2016,0,Mississippi,,,W,83,61
Kentucky,14,Tue,Jan,5,2016,@,Louisiana State,,,L,67,85
Kentucky,15,Sat,Jan,9,2016,@,Alabama,,,W,77,61
Kentucky,16,Tue,Jan,12,2016,0,Mississippi State,,,W,80,74
Kentucky,17,Sat,Jan,16,2016,@,Auburn,,,L,70,75
Kentucky,18,Thu,Jan,21,2016,@,Arkansas,,,W,80,66
Kentucky,19,Sat,Jan,23,2016,0,Vanderbilt,,,W,76,57
Kentucky,20,Wed,Jan,27,2016,0,Missouri,,,W,88,54
Kentucky,21,Sat,Jan,30,2016,@,Kansas ,4,,L,84,90
Kentucky,22,Tue,Feb,2,2016,@,Tennessee,,,L,77,84
Kentucky,23,Sat,Feb,6,2016,0,Florida,,,W,80,61
Kentucky,24,Tue,Feb,9,2016,0,Georgia,,,W,82,48
Kentucky,25,Sat,Feb,13,2016,@,South Carolina,,,W,89,62
Kentucky,26,Thu,Feb,18,2016,0,Tennessee,,,W,80,70
Kentucky,27,Sat,Feb,20,2016,@,Texas A&M,,,L,77,79
Kentucky,28,Tue,Feb,23,2016,0,Alabama,,,W,78,53
Kentucky,29,Sat,Feb,27,2016,@,Vanderbilt,,,L,62,74
Kentucky,30,Tue,Mar,1,2016,@,Florida,,,W,88,79
Kentucky,31,Sat,Mar,5,2016,0,Louisiana State,,,W,94,77
Kentucky,1,Fri,Nov,14,2014,0,Grand Canyon,,,W,85,45
Kentucky,2,Sun,Nov,16,2014,0,Buffalo,,,W,71,52
Kentucky,3,Tue,Nov,18,2014,N,Kansas ,5,,W,72,40
Kentucky,4,Fri,Nov,21,2014,0,Boston University,,,W,89,65
Kentucky,5,Sun,Nov,23,2014,0,Montana State,,,W,86,28
Kentucky,6,Tue,Nov,25,2014,0,Texas-Arlington,,,W,92,44
Kentucky,7,Sun,Nov,30,2014,0,Providence,,,W,58,38
Kentucky,8,Fri,Dec,5,2014,0,Texas ,6,,W,63,51
Kentucky,9,Sun,Dec,7,2014,0,Eastern Kentucky,,,W,82,49
Kentucky,10,Wed,Dec,10,2014,0,Columbia,,,W,56,46
Kentucky,11,Sat,Dec,13,2014,0,North Carolina ,21,,W,84,70
Kentucky,12,Sat,Dec,20,2014,N,UCLA,,,W,83,44
Kentucky,13,Sat,Dec,27,2014,@,Louisville ,4,,W,58,50
Kentucky,14,Tue,Jan,6,2015,0,Mississippi,,,W,89,86
Kentucky,15,Sat,Jan,10,2015,@,Texas A&M,,,W,70,64
Kentucky,16,Tue,Jan,13,2015,0,Missouri,,,W,86,37
Kentucky,17,Sat,Jan,17,2015,@,Alabama,,,W,70,48
Kentucky,18,Tue,Jan,20,2015,0,Vanderbilt,,,W,65,57
Kentucky,19,Sat,Jan,24,2015,@,South Carolina,,,W,58,43
Kentucky,20,Thu,Jan,29,2015,@,Missouri,,,W,69,53
Kentucky,21,Sat,Jan,31,2015,0,Alabama,,,W,70,55
Kentucky,22,Tue,Feb,3,2015,0,Georgia,,,W,69,58
Kentucky,23,Sat,Feb,7,2015,@,Florida,,,W,68,61
Kentucky,24,Tue,Feb,10,2015,@,Louisiana State,,,W,71,69
Kentucky,25,Sat,Feb,14,2015,0,South Carolina,,,W,77,43
Kentucky,26,Tue,Feb,17,2015,@,Tennessee,,,W,66,48
Kentucky,27,Sat,Feb,21,2015,0,Auburn,,,W,110,75
Kentucky,28,Wed,Feb,25,2015,@,Mississippi State,,,W,74,56
Kentucky,29,Sat,Feb,28,2015,0,Arkansas ,18,,W,84,67
Kentucky,30,Tue,Mar,3,2015,@,Georgia,,,W,72,64
Kentucky,31,Sat,Mar,7,2015,0,Florida,,,W,67,50
Kentucky,1,Fri,Nov,8,2013,0,North Carolina-Asheville,,,W,89,57
Kentucky,2,Sun,Nov,10,2013,0,Northern Kentucky,,,W,93,63
Kentucky,3,Tue,Nov,12,2013,N,Michigan State ,2,,L,74,78
Kentucky,4,Sun,Nov,17,2013,0,Robert Morris,,,W,87,49
Kentucky,5,Tue,Nov,19,2013,0,Texas-Arlington,,,W,105,76
Kentucky,6,Mon,Nov,25,2013,0,Cleveland State,,,W,68,61
Kentucky,7,Wed,Nov,27,2013,0,Eastern Michigan,,,W,81,63
Kentucky,8,Sun,Dec,1,2013,N,Providence,,,W,79,65
Kentucky,9,Fri,Dec,6,2013,N,Baylor ,20,,L,62,67
Kentucky,10,Tue,Dec,10,2013,0,Boise State,,,W,70,55
Kentucky,11,Sat,Dec,14,2013,@,North Carolina ,18,,L,77,82
Kentucky,12,Sat,Dec,21,2013,0,Belmont,,,W,93,80
Kentucky,13,Sat,Dec,28,2013,0,Louisville ,6,,W,73,66
Kentucky,14,Wed,Jan,8,2014,0,Mississippi State,,,W,85,63
Kentucky,15,Sat,Jan,11,2014,@,Vanderbilt,,,W,71,62
Kentucky,16,Tue,Jan,14,2014,@,Arkansas,,,L,85,87
Kentucky,17,Sat,Jan,18,2014,0,Tennessee,,,W,74,66
Kentucky,18,Tue,Jan,21,2014,0,Texas A&M,,,W,68,51
Kentucky,19,Sat,Jan,25,2014,0,Georgia,,,W,79,54
Kentucky,20,Tue,Jan,28,2014,@,Louisiana State,,,L,82,87
Kentucky,21,Sat,Feb,1,2014,@,Missouri,,,W,84,79
Kentucky,22,Tue,Feb,4,2014,0,Mississippi,,,W,80,64
Kentucky,23,Sat,Feb,8,2014,@,Mississippi State,,,W,69,59
Kentucky,24,Wed,Feb,12,2014,@,Auburn,,,W,64,56
Kentucky,25,Sat,Feb,15,2014,0,Florida ,3,,L,59,69
Kentucky,26,Tue,Feb,18,2014,@,Mississippi,,,W,84,70
Kentucky,27,Sat,Feb,22,2014,0,Louisiana State,,,W,77,76
Kentucky,28,Thu,Feb,27,2014,0,Arkansas,,,L,67,71
Kentucky,29,Sat,Mar,1,2014,@,South Carolina,,,L,67,72
Kentucky,30,Tue,Mar,4,2014,0,Alabama,,,W,55,48
Kentucky,31,Sat,Mar,8,2014,@,Florida ,1,,L,65,84
Kentucky,1,Fri,Nov,9,2012,N,Maryland,,,W,72,69
Kentucky,2,Tue,Nov,13,2012,N,Duke ,9,,L,68,75
Kentucky,3,Fri,Nov,16,2012,0,Lafayette,,,W,101,49
Kentucky,4,Wed,Nov,21,2012,0,Morehead State,,,W,81,70
Kentucky,5,Fri,Nov,23,2012,0,Long Island University,,,W,104,75
Kentucky,6,Thu,Nov,29,2012,@,Notre Dame,,,L,50,64
Kentucky,7,Sat,Dec,1,2012,0,Baylor,,,L,55,64
Kentucky,8,Tue,Dec,4,2012,0,Samford,,,W,88,56
Kentucky,9,Sat,Dec,8,2012,0,Portland,,,W,74,46
Kentucky,10,Sat,Dec,15,2012,0,Lipscomb,,,W,88,50
Kentucky,11,Sat,Dec,22,2012,0,Marshall,,,W,82,54
Kentucky,12,Sat,Dec,29,2012,@,Louisville ,4,,L,77,80
Kentucky,13,Wed,Jan,2,2013,0,Eastern Michigan,,,W,90,38
Kentucky,14,Thu,Jan,10,2013,@,Vanderbilt,,,W,60,58
Kentucky,15,Sat,Jan,12,2013,0,Texas A&M,,,L,71,83
Kentucky,16,Tue,Jan,15,2013,0,Tennessee,,,W,75,65
Kentucky,17,Sat,Jan,19,2013,@,Auburn,,,W,75,53
Kentucky,18,Tue,Jan,22,2013,@,Alabama,,,L,55,59
Kentucky,19,Sat,Jan,26,2013,0,Louisiana State,,,W,75,70
Kentucky,20,Tue,Jan,29,2013,@,Mississippi ,16,,W,87,74
Kentucky,21,Sat,Feb,2,2013,@,Texas A&M,,,W,72,68
Kentucky,22,Tue,Feb,5,2013,0,South Carolina,,,W,77,55
Kentucky,23,Sat,Feb,9,2013,0,Auburn,,,W,72,62
Kentucky,24,Tue,Feb,12,2013,@,Florida ,7,,L,52,69
Kentucky,25,Sat,Feb,16,2013,@,Tennessee,,,L,58,88
Kentucky,26,Wed,Feb,20,2013,0,Vanderbilt,,,W,74,70
Kentucky,27,Sat,Feb,23,2013,0,Missouri,,,W,90,83
Kentucky,28,Wed,Feb,27,2013,0,Mississippi State,,,W,85,55
Kentucky,29,Sat,Mar,2,2013,@,Arkansas,,,L,60,73
Kentucky,30,Thu,Mar,7,2013,@,Georgia,,,L,62,72
Kentucky,31,Sat,Mar,9,2013,0,Florida ,11,,W,61,57
Kentucky,1,Fri,Nov,11,2011,0,Marist,,,W,108,58
Kentucky,2,Tue,Nov,15,2011,N,Kansas ,12,,W,75,65
Kentucky,3,Sat,Nov,19,2011,N,Penn State,,,W,85,47
Kentucky,4,Sun,Nov,20,2011,N,Old Dominion,,,W,62,52
Kentucky,5,Wed,Nov,23,2011,0,Radford,,,W,88,40
Kentucky,6,Sat,Nov,26,2011,0,Portland,,,W,87,63
Kentucky,7,Thu,Dec,1,2011,0,St. John's ,,,W,81,59
Kentucky,8,Sat,Dec,3,2011,0,North Carolina ,5,,W,73,72
Kentucky,9,Sat,Dec,10,2011,@,Indiana,,,L,72,73
Kentucky,10,Sat,Dec,17,2011,0,Chattanooga,,,W,87,62
Kentucky,11,Tue,Dec,20,2011,0,Samford,,,W,82,50
Kentucky,12,Thu,Dec,22,2011,0,Loyola ,,,W,87,63
Kentucky,13,Wed,Dec,28,2011,0,Lamar,,,W,86,64
Kentucky,14,Sat,Dec,31,2011,0,Louisville ,4,,W,69,62
Kentucky,15,Tue,Jan,3,2012,N,Little Rock,,,W,73,51
Kentucky,16,Sat,Jan,7,2012,0,South Carolina,,,W,79,64
Kentucky,17,Wed,Jan,11,2012,@,Auburn,,,W,68,53
Kentucky,18,Sat,Jan,14,2012,@,Tennessee,,,W,65,62
Kentucky,19,Tue,Jan,17,2012,0,Arkansas,,,W,86,63
Kentucky,20,Sat,Jan,21,2012,0,Alabama,,,W,77,71
Kentucky,21,Tue,Jan,24,2012,@,Georgia,,,W,57,44
Kentucky,22,Sat,Jan,28,2012,@,Louisiana State,,,W,74,50
Kentucky,23,Tue,Jan,31,2012,0,Tennessee,,,W,69,44
Kentucky,24,Sat,Feb,4,2012,@,South Carolina,,,W,86,52
Kentucky,25,Tue,Feb,7,2012,0,Florida ,8,,W,78,58
Kentucky,26,Sat,Feb,11,2012,@,Vanderbilt,,,W,69,63
Kentucky,27,Sat,Feb,18,2012,0,Mississippi,,,W,77,62
Kentucky,28,Tue,Feb,21,2012,@,Mississippi State,,,W,73,64
Kentucky,29,Sat,Feb,25,2012,0,Vanderbilt,,,W,83,74
Kentucky,30,Thu,Mar,1,2012,0,Georgia,,,W,79,49
Kentucky,31,Sun,Mar,4,2012,@,Florida ,16,,W,74,59
Kentucky,1,Fri,Nov,12,2010,0,East Tennessee State,,,W,88,65
Kentucky,2,Fri,Nov,19,2010,N,Portland,,,W,79,48
Kentucky,3,Mon,Nov,22,2010,N,Oklahoma,,,W,76,64
Kentucky,4,Tue,Nov,23,2010,N,Washington ,13,,W,74,67
Kentucky,5,Wed,Nov,24,2010,N,Connecticut,,,L,67,84
Kentucky,6,Tue,Nov,30,2010,0,Boston University,,,W,91,57
Kentucky,7,Sat,Dec,4,2010,@,North Carolina,,,L,73,75
Kentucky,8,Wed,Dec,8,2010,N,Notre Dame ,23,,W,72,58
Kentucky,9,Sat,Dec,11,2010,0,Indiana,,,W,81,62
Kentucky,10,Sat,Dec,18,2010,0,Mississippi Valley State,,,W,85,60
Kentucky,11,Wed,Dec,22,2010,0,Winthrop,,,W,89,52
Kentucky,12,Tue,Dec,28,2010,0,Coppin State,,,W,91,61
Kentucky,13,Fri,Dec,31,2010,@,Louisville ,22,,W,78,63
Kentucky,14,Mon,Jan,3,2011,0,Pennsylvania,,,W,86,62
Kentucky,15,Sat,Jan,8,2011,@,Georgia,,,L,70,77
Kentucky,16,Tue,Jan,11,2011,0,Auburn,,,W,78,54
Kentucky,17,Sat,Jan,15,2011,0,Louisiana State,,,W,82,44
Kentucky,18,Tue,Jan,18,2011,@,Alabama,,,L,66,68
Kentucky,19,Sat,Jan,22,2011,@,South Carolina,,,W,67,58
Kentucky,20,Sat,Jan,29,2011,0,Georgia,,,W,66,60
Kentucky,21,Tue,Feb,1,2011,@,Mississippi,,,L,69,71
Kentucky,22,Sat,Feb,5,2011,@,Florida,,,L,68,70
Kentucky,23,Tue,Feb,8,2011,0,Tennessee,,,W,73,61
Kentucky,24,Sat,Feb,12,2011,@,Vanderbilt ,23,,L,77,81
Kentucky,25,Tue,Feb,15,2011,0,Mississippi State,,,W,85,79
Kentucky,26,Sat,Feb,19,2011,0,South Carolina,,,W,90,59
Kentucky,27,Wed,Feb,23,2011,@,Arkansas,,,L,76,77
Kentucky,28,Sat,Feb,26,2011,0,Florida ,13,,W,76,68
Kentucky,29,Tue,Mar,1,2011,0,Vanderbilt ,21,,W,68,66
Kentucky,30,Sun,Mar,6,2011,@,Tennessee,,,W,64,58
Kentucky,1,Fri,Nov,13,2009,0,Morehead State,,,W,75,59
Kentucky,2,Mon,Nov,16,2009,0,Miami ,,,W,72,70
Kentucky,3,Thu,Nov,19,2009,0,Sam Houston State,,,W,102,92
Kentucky,4,Sat,Nov,21,2009,0,Rider,,,W,92,63
Kentucky,5,Tue,Nov,24,2009,N,Cleveland State,,,W,73,49
Kentucky,6,Wed,Nov,25,2009,N,Stanford,,,W,73,65
Kentucky,7,Mon,Nov,30,2009,N,North Carolina-Asheville,,,W,94,57
Kentucky,8,Sat,Dec,5,2009,0,North Carolina ,10,,W,68,66
Kentucky,9,Wed,Dec,9,2009,N,Connecticut ,14,,W,64,61
Kentucky,10,Sat,Dec,12,2009,@,Indiana,,,W,90,73
Kentucky,11,Sat,Dec,19,2009,0,Austin Peay,,,W,90,69
Kentucky,12,Mon,Dec,21,2009,0,Drexel,,,W,88,44
Kentucky,13,Wed,Dec,23,2009,0,Cal State Long Beach,,,W,86,73
Kentucky,14,Tue,Dec,29,2009,0,Hartford,,,W,104,61
Kentucky,15,Sat,Jan,2,2010,0,Louisville,,,W,71,62
Kentucky,16,Sat,Jan,9,2010,0,Georgia,,,W,76,68
Kentucky,17,Tue,Jan,12,2010,@,Florida,,,W,89,77
Kentucky,18,Sat,Jan,16,2010,@,Auburn,,,W,72,67
Kentucky,19,Sat,Jan,23,2010,0,Arkansas,,,W,101,70
Kentucky,20,Tue,Jan,26,2010,@,South Carolina,,,L,62,68
Kentucky,21,Sat,Jan,30,2010,0,Vanderbilt ,21,,W,85,72
Kentucky,22,Tue,Feb,2,2010,0,Mississippi ,25,,W,85,75
Kentucky,23,Sat,Feb,6,2010,@,Louisiana State,,,W,81,55
Kentucky,24,Tue,Feb,9,2010,0,Alabama,,,W,66,55
Kentucky,25,Sat,Feb,13,2010,0,Tennessee ,12,,W,73,62
Kentucky,26,Tue,Feb,16,2010,@,Mississippi State,,,W,81,75
Kentucky,27,Sat,Feb,20,2010,@,Vanderbilt ,17,,W,58,56
Kentucky,28,Thu,Feb,25,2010,0,South Carolina,,,W,82,61
Kentucky,29,Sat,Feb,27,2010,@,Tennessee ,19,,L,65,74
Kentucky,30,Wed,Mar,3,2010,@,Georgia,,,W,80,68
Kentucky,31,Sun,Mar,7,2010,0,Florida,,,W,74,66
Duke,1,Tue,Nov,6,2018,N,Kentucky ,2,,W,118,84
Duke,2,Sun,Nov,11,2018,0,Army,,,W,94,72
Duke,3,Wed,Nov,14,2018,0,Eastern Michigan,,,W,84,46
Duke,4,Mon,Nov,19,2018,N,San Diego State,,,W,90,64
Duke,5,Tue,Nov,20,2018,N,Auburn ,8,,W,78,72
Duke,6,Wed,Nov,21,2018,N,Gonzaga ,3,,L,87,89
Duke,7,Tue,Nov,27,2018,0,Indiana,,,W,90,69
Duke,8,Sat,Dec,1,2018,0,Stetson,,,W,113,49
Duke,9,Wed,Dec,5,2018,0,Hartford,,,W,84,54
Duke,10,Sat,Dec,8,2018,0,Yale,,,W,91,58
Duke,11,Tue,Dec,18,2018,0,Princeton,,,W,101,50
Duke,12,Thu,Dec,20,2018,N,Texas Tech ,12,,W,69,58
Duke,13,Sat,Jan,5,2019,0,Clemson,,,W,87,68
Duke,14,Tue,Jan,8,2019,@,Wake Forest,,,W,87,65
Duke,15,Sat,Jan,12,2019,@,Florida State ,13,,W,80,78
Duke,16,Mon,Jan,14,2019,0,Syracuse,,,L,91,95
Duke,17,Sat,Jan,19,2019,0,Virginia ,4,,W,72,70
Duke,18,Tue,Jan,22,2019,@,Pittsburgh,,,W,79,64
Duke,19,Sat,Jan,26,2019,0,Georgia Tech,,,W,66,53
Duke,20,Mon,Jan,28,2019,@,Notre Dame,,,W,83,61
Duke,21,Sat,Feb,2,2019,0,St. John's ,,,W,91,61
Duke,22,Tue,Feb,5,2019,0,Boston College,,,W,80,55
Duke,23,Sat,Feb,9,2019,@,Virginia ,3,,W,81,71
Duke,24,Tue,Feb,12,2019,@,Louisville ,16,,W,71,69
Duke,25,Sat,Feb,16,2019,0,North Carolina State,,,W,94,78
Duke,26,Wed,Feb,20,2019,0,North Carolina ,8,,L,72,88
Duke,27,Sat,Feb,23,2019,@,Syracuse,,,W,75,65
Duke,28,Tue,Feb,26,2019,@,Virginia Tech ,20,,L,72,77
Duke,29,Sat,Mar,2,2019,0,Miami ,,,W,87,57
Duke,30,Tue,Mar,5,2019,0,Wake Forest,,,W,71,70
Duke,31,Sat,Mar,9,2019,@,North Carolina ,3,,L,70,79
Duke,1,Fri,Nov,10,2017,0,Elon,,,W,97,68
Duke,2,Sat,Nov,11,2017,0,Utah Valley,,,W,99,69
Duke,3,Tue,Nov,14,2017,N,Michigan State ,2,,W,88,81
Duke,4,Fri,Nov,17,2017,0,Southern,,,W,78,61
Duke,5,Mon,Nov,20,2017,0,Furman,,,W,92,63
Duke,6,Thu,Nov,23,2017,N,Portland State,,,W,99,81
Duke,7,Fri,Nov,24,2017,N,Texas,,,W,85,78
Duke,8,Sun,Nov,26,2017,N,Florida ,7,,W,87,84
Duke,9,Wed,Nov,29,2017,@,Indiana,,,W,91,81
Duke,10,Sat,Dec,2,2017,0,South Dakota,,,W,96,80
Duke,11,Tue,Dec,5,2017,0,Saint Francis ,,,W,124,67
Duke,12,Sat,Dec,9,2017,@,Boston College,,,L,84,89
Duke,13,Wed,Dec,20,2017,0,Evansville,,,W,104,40
Duke,14,Sat,Dec,30,2017,0,Florida State ,24,,W,100,93
Duke,15,Sat,Jan,6,2018,@,North Carolina State,,,L,85,96
Duke,16,Wed,Jan,10,2018,@,Pittsburgh,,,W,87,52
Duke,17,Sat,Jan,13,2018,0,Wake Forest,,,W,89,71
Duke,18,Mon,Jan,15,2018,@,Miami ,,25,W,83,75
Duke,19,Sat,Jan,20,2018,0,Pittsburgh,,,W,81,54
Duke,20,Tue,Jan,23,2018,@,Wake Forest,,,W,84,70
Duke,21,Sat,Jan,27,2018,0,Virginia ,2,,L,63,65
Duke,22,Mon,Jan,29,2018,0,Notre Dame,,,W,88,66
Duke,23,Sat,Feb,3,2018,@,St. John's ,,,L,77,81
Duke,24,Thu,Feb,8,2018,@,North Carolina ,21,,L,78,82
Duke,25,Sun,Feb,11,2018,@,Georgia Tech,,,W,80,69
Duke,26,Wed,Feb,14,2018,0,Virginia Tech,,,W,74,52
Duke,27,Sun,Feb,18,2018,@,Clemson ,11,,W,66,57
Duke,28,Wed,Feb,21,2018,0,Louisville,,,W,82,56
Duke,29,Sat,Feb,24,2018,0,Syracuse,,,W,60,44
Duke,30,Mon,Feb,26,2018,@,Virginia Tech,,,L,63,64
Duke,31,Sat,Mar,3,2018,0,North Carolina ,9,,W,74,64
Duke,1,Fri,Nov,11,2016,0,Marist,,,W,94,49
Duke,2,Sat,Nov,12,2016,0,Grand Canyon,,,W,96,61
Duke,3,Tue,Nov,15,2016,N,Kansas ,7,,L,75,77
Duke,4,Sat,Nov,19,2016,N,Penn State,,,W,78,68
Duke,5,Sun,Nov,20,2016,N,Rhode Island ,21,,W,75,65
